Timestamp,Voltage,Current,Power,Energy,Cost,Status
2026-06-12 15:00:00,230,2.1,483,0.01,0.08,NORMAL
2026-06-12 15:01:00,230,4.5,1035,0.02,0.16,NORMAL
2026-06-12 15:02:00,230,7.2,1656,0.03,0.24,HIGH_USAGE
2026-06-12 15:34:32.223177,230,6.32,1453.6,0.0004,0.0,NORMAL
2026-06-12 15:34:37.237783,230,7.15,1644.5,0.0009,0.01,HIGH
2026-06-12 15:34:42.240171,230,2.02,464.6,0.001,0.01,LOW
2026-06-12 15:34:47.243599,230,1.61,370.3,0.0011,0.01,LOW
2026-06-12 15:34:52.250091,230,7.37,1695.1,0.0016,0.01,HIGH
2026-06-12 15:34:57.255929,230,7.19,1653.7,0.002,0.02,HIGH
2026-06-12 15:35:02.259242,230,0.35,80.5,0.002,0.02,LOW
2026-06-12 15:35:07.265428,230,1.28,294.4,0.0021,0.02,LOW
2026-06-12 15:35:12.270042,230,1.91,439.3,0.0022,0.02,LOW
2026-06-12 15:35:17.275584,230,3.33,765.9,0.0025,0.02,NORMAL
2026-06-12 15:35:22.280638,230,3.03,696.9,0.0027,0.02,LOW
2026-06-12 15:35:27.286011,230,1.48,340.4,0.0027,0.02,LOW
2026-06-12 15:35:32.291055,230,7.41,1704.3,0.0032,0.03,HIGH
2026-06-12 15:35:37.293526,230,6.41,1474.3,0.0036,0.03,NORMAL
2026-06-12 15:35:42.295960,230,1.27,292.1,0.0037,0.03,LOW
2026-06-12 15:35:47.300292,230,6.04,1389.2,0.0041,0.03,NORMAL
2026-06-12 15:35:52.303939,230,2.16,496.8,0.0042,0.03,LOW
2026-06-12 15:35:57.307818,230,9.92,2281.6,0.0049,0.04,CRITICAL
2026-06-12 15:36:02.311802,230,5.17,1189.1,0.0052,0.04,NORMAL
2026-06-12 15:36:07.315465,230,7.86,1807.8,0.0057,0.05,HIGH
2026-06-12 15:36:12.319348,230,4.95,1138.5,0.006,0.05,NORMAL
2026-06-12 15:36:17.324492,230,1.01,232.3,0.0061,0.05,LOW
2026-06-12 15:36:22.329413,230,5.72,1315.6,0.0065,0.05,NORMAL
2026-06-12 15:36:27.334045,230,5.06,1163.8,0.0068,0.05,NORMAL
2026-06-12 15:36:32.338972,230,1.32,303.6,0.0069,0.05,LOW
2026-06-12 15:36:37.341860,230,0.86,197.8,0.0069,0.06,LOW
2026-06-12 15:36:42.347169,230,3.82,878.6,0.0072,0.06,NORMAL
2026-06-12 15:36:47.352949,230,3.45,793.5,0.0074,0.06,NORMAL
2026-06-12 15:36:52.357872,230,4.95,1138.5,0.0077,0.06,NORMAL
2026-06-12 15:36:57.360577,230,1.03,236.9,0.0078,0.06,LOW
2026-06-12 15:37:02.362998,230,2.1,483.0,0.0079,0.06,LOW
2026-06-12 15:37:07.365925,230,2.51,577.3,0.0081,0.06,LOW
2026-06-12 15:37:12.369824,230,0.55,126.5,0.0081,0.06,LOW
2026-06-12 15:37:17.373011,230,7.26,1669.8,0.0086,0.07,HIGH
2026-06-12 15:37:22.377882,230,0.63,144.9,0.0086,0.07,LOW
2026-06-12 15:37:27.384663,230,6.63,1524.9,0.009,0.07,HIGH
2026-06-12 15:37:32.393829,230,0.02,4.6,0.009,0.07,LOW
2026-06-12 15:37:37.397996,230,7.43,1708.9,0.0095,0.08,HIGH
2026-06-12 15:37:42.401347,230,8.7,2001.0,0.01,0.08,HIGH
2026-06-12 15:37:47.404397,230,7.68,1766.4,0.0105,0.08,HIGH
2026-06-12 15:37:52.411065,230,8.59,1975.7,0.0111,0.09,HIGH
2026-06-12 15:37:57.415641,230,0.88,202.4,0.0111,0.09,LOW
2026-06-12 15:38:02.420307,230,7.62,1752.6,0.0116,0.09,HIGH
2026-06-12 15:38:07.424959,230,5.55,1276.5,0.012,0.1,NORMAL
2026-06-12 15:38:12.429565,230,3.87,890.1,0.0122,0.1,NORMAL
2026-06-12 15:38:17.433916,230,7.82,1798.6,0.0127,0.1,HIGH
2026-06-12 15:38:22.437261,230,6.35,1460.5,0.0131,0.11,NORMAL
2026-06-12 15:38:27.441851,230,1.46,335.8,0.0132,0.11,LOW
2026-06-12 15:38:32.446453,230,9.21,2118.3,0.0138,0.11,HIGH
2026-06-12 15:38:37.451414,230,5.38,1237.4,0.0142,0.11,NORMAL
2026-06-12 15:38:42.453773,230,4.69,1078.7,0.0145,0.12,NORMAL
2026-06-12 15:38:47.458986,230,1.11,255.3,0.0145,0.12,LOW
2026-06-12 15:38:52.464647,230,7.14,1642.2,0.015,0.12,HIGH
2026-06-12 15:38:57.469690,230,4.12,947.6,0.0153,0.12,NORMAL
2026-06-12 15:39:02.474942,230,4.76,1094.8,0.0156,0.12,NORMAL
2026-06-12 15:39:07.480224,230,9.4,2162.0,0.0162,0.13,HIGH
2026-06-12 15:39:12.485074,230,8.52,1959.6,0.0167,0.13,HIGH
2026-06-12 15:39:17.488191,230,4.51,1037.3,0.017,0.14,NORMAL
2026-06-12 15:39:22.492970,230,8.83,2030.9,0.0176,0.14,HIGH
2026-06-12 15:39:27.497844,230,6.55,1506.5,0.018,0.14,HIGH
2026-06-12 15:39:32.500776,230,4.44,1021.2,0.0183,0.15,NORMAL
2026-06-12 15:39:37.504587,230,8.13,1869.9,0.0188,0.15,HIGH
2026-06-12 15:39:42.508176,230,5.05,1161.5,0.0191,0.15,NORMAL
2026-06-12 15:39:47.512345,230,6.15,1414.5,0.0195,0.16,NORMAL
2026-06-12 15:39:52.516138,230,6.48,1490.4,0.0199,0.16,NORMAL
2026-06-12 15:39:57.521196,230,5.63,1294.9,0.0203,0.16,NORMAL
2026-06-12 15:40:02.526966,230,3.46,795.8,0.0205,0.16,NORMAL
2026-06-12 15:40:07.531617,230,1.87,430.1,0.0206,0.16,LOW
2026-06-12 15:40:12.535651,230,0.41,94.3,0.0206,0.17,LOW
2026-06-12 15:40:17.539120,230,7.92,1821.6,0.0211,0.17,HIGH
2026-06-12 15:40:22.541934,230,5.42,1246.6,0.0215,0.17,NORMAL
2026-06-12 15:40:27.545037,230,2.2,506.0,0.0216,0.17,LOW
2026-06-12 15:40:32.547430,230,1.35,310.5,0.0217,0.17,LOW
2026-06-12 15:40:37.549881,230,2.14,492.2,0.0218,0.17,LOW
2026-06-12 15:40:42.553116,230,3.17,729.1,0.0221,0.18,NORMAL
2026-06-12 15:40:47.556645,230,4.48,1030.4,0.0223,0.18,NORMAL
2026-06-12 15:40:52.561300,230,7.22,1660.6,0.0228,0.18,HIGH
2026-06-12 15:40:57.563759,230,9.23,2122.9,0.0234,0.19,HIGH
2026-06-12 15:41:02.568653,230,5.25,1207.5,0.0237,0.19,NORMAL
2026-06-12 15:41:07.573382,230,8.18,1881.4,0.0242,0.19,HIGH
2026-06-12 15:41:12.576946,230,7.94,1826.2,0.0248,0.2,HIGH
2026-06-12 15:41:17.579237,230,5.28,1214.4,0.0251,0.2,NORMAL
2026-06-12 15:41:22.584062,230,6.41,1474.3,0.0255,0.2,NORMAL
2026-06-12 15:41:27.588150,230,8.9,2047.0,0.0261,0.21,HIGH
2026-06-12 15:41:32.591780,230,5.67,1304.1,0.0264,0.21,NORMAL
2026-06-12 15:41:37.594662,230,5.19,1193.7,0.0268,0.21,NORMAL
2026-06-12 15:41:42.600170,230,0.37,85.1,0.0268,0.21,LOW
2026-06-12 15:41:47.603826,230,4.64,1067.2,0.0271,0.22,NORMAL
2026-06-12 15:41:52.607754,230,4.76,1094.8,0.0274,0.22,NORMAL
2026-06-12 15:41:57.610929,230,0.12,27.6,0.0274,0.22,LOW
2026-06-12 15:42:02.614149,230,8.16,1876.8,0.0279,0.22,HIGH
2026-06-12 15:42:07.618674,230,5.22,1200.6,0.0282,0.23,NORMAL
2026-06-12 15:42:12.650899,230,5.83,1340.9,0.0286,0.23,NORMAL
2026-06-12 15:42:17.685168,230,1.49,342.7,0.0287,0.23,LOW
2026-06-12 15:42:22.689441,230,9.18,2111.4,0.0293,0.23,HIGH
2026-06-12 15:42:27.694205,230,6.08,1398.4,0.0297,0.24,NORMAL
2026-06-12 15:42:32.696611,230,2.92,671.6,0.0299,0.24,LOW
2026-06-12 15:42:37.702138,230,5.14,1182.2,0.0302,0.24,NORMAL
2026-06-12 15:42:42.705733,230,4.47,1028.1,0.0305,0.24,NORMAL
2026-06-12 15:42:47.708790,230,0.08,18.4,0.0305,0.24,LOW
2026-06-12 15:42:52.711622,230,4.38,1007.4,0.0308,0.25,NORMAL
2026-06-12 15:42:57.714745,230,9.39,2159.7,0.0314,0.25,HIGH
2026-06-12 15:43:02.718078,230,7.98,1835.4,0.0319,0.26,HIGH
2026-06-12 15:43:07.721227,230,2.66,611.8,0.0321,0.26,LOW
2026-06-12 15:43:12.726871,230,0.35,80.5,0.0321,0.26,LOW
2026-06-12 15:43:17.729918,230,5.29,1216.7,0.0324,0.26,NORMAL
2026-06-12 15:43:22.734565,230,3.06,703.8,0.0326,0.26,NORMAL
2026-06-12 15:43:27.737736,230,0.94,216.2,0.0327,0.26,LOW
2026-06-12 15:43:32.743996,230,8.93,2053.9,0.0332,0.27,HIGH
2026-06-12 15:43:37.748510,230,3.63,834.9,0.0335,0.27,NORMAL
2026-06-12 15:43:42.753229,230,2.17,499.1,0.0336,0.27,LOW
2026-06-12 15:43:47.761222,230,5.66,1301.8,0.034,0.27,NORMAL
2026-06-12 15:43:52.765451,230,0.75,172.5,0.034,0.27,LOW
2026-06-12 15:43:57.769968,230,8.25,1897.5,0.0346,0.28,HIGH
2026-06-12 15:44:02.777008,230,8.66,1991.8,0.0351,0.28,HIGH
2026-06-12 15:44:07.786922,230,6.09,1400.7,0.0355,0.28,NORMAL
2026-06-12 15:44:12.820312,230,0.96,220.8,0.0356,0.28,LOW
2026-06-12 15:44:17.833602,230,5.01,1152.3,0.0359,0.29,NORMAL
2026-06-12 15:44:22.849048,230,7.51,1727.3,0.0364,0.29,HIGH
2026-06-12 15:44:27.851105,230,8.1,1863.0,0.0369,0.29,HIGH
2026-06-12 15:44:32.856565,230,8.2,1886.0,0.0374,0.3,HIGH
2026-06-12 15:44:37.860973,230,0.04,9.2,0.0374,0.3,LOW
2026-06-12 15:44:42.864857,230,0.49,112.7,0.0374,0.3,LOW
2026-06-12 15:44:47.867286,230,1.93,443.9,0.0376,0.3,LOW
2026-06-12 15:44:52.871719,230,3.14,722.2,0.0378,0.3,NORMAL
2026-06-12 15:44:57.874623,230,7.0,1610.0,0.0382,0.31,HIGH
2026-06-12 15:45:02.881764,230,6.63,1524.9,0.0386,0.31,HIGH
2026-06-12 15:45:07.885929,230,5.47,1258.1,0.039,0.31,NORMAL
2026-06-12 15:45:12.897181,230,3.74,860.2,0.0392,0.31,NORMAL
2026-06-12 15:45:17.915817,230,3.68,846.4,0.0394,0.32,NORMAL
2026-06-12 15:45:22.919350,230,3.87,890.1,0.0397,0.32,NORMAL
2026-06-12 15:45:27.922629,230,5.88,1352.4,0.0401,0.32,NORMAL
2026-06-12 15:45:32.924914,230,8.3,1909.0,0.0406,0.32,HIGH
2026-06-12 15:45:37.927836,230,1.2,276.0,0.0407,0.33,LOW
2026-06-12 15:45:42.933343,230,0.52,119.6,0.0407,0.33,LOW
2026-06-12 15:45:47.937425,230,4.6,1058.0,0.041,0.33,NORMAL
2026-06-12 15:45:52.940280,230,6.24,1435.2,0.0414,0.33,NORMAL
2026-06-12 15:45:57.943994,230,7.43,1708.9,0.0419,0.34,HIGH
2026-06-12 15:46:02.948040,230,1.72,395.6,0.042,0.34,LOW
2026-06-12 15:46:07.950685,230,2.73,627.9,0.0422,0.34,LOW
2026-06-12 15:46:12.953126,230,2.3,529.0,0.0423,0.34,LOW
2026-06-12 15:46:17.956143,230,2.2,506.0,0.0424,0.34,LOW
2026-06-12 15:46:22.981133,230,0.99,227.7,0.0425,0.34,LOW
2026-06-12 15:46:28.019378,230,4.68,1076.4,0.0428,0.34,NORMAL
2026-06-12 15:46:33.023915,230,0.61,140.3,0.0429,0.34,LOW
2026-06-12 15:46:38.028683,230,5.18,1191.4,0.0432,0.35,NORMAL
2026-06-12 15:46:43.033015,230,7.1,1633.0,0.0436,0.35,HIGH
2026-06-12 15:46:48.038330,230,2.74,630.2,0.0438,0.35,LOW
2026-06-12 15:46:53.049767,230,4.18,961.4,0.0441,0.35,NORMAL
2026-06-12 15:46:58.056351,230,7.84,1803.2,0.0446,0.36,HIGH
2026-06-12 15:47:03.065430,230,0.8,184.0,0.0446,0.36,LOW
2026-06-12 15:47:08.071162,230,0.69,158.7,0.0447,0.36,LOW
2026-06-12 15:47:13.077675,230,4.37,1005.1,0.045,0.36,NORMAL
2026-06-12 15:47:18.090315,230,9.39,2159.7,0.0456,0.36,HIGH
2026-06-12 15:47:23.095100,230,8.0,1840.0,0.0461,0.37,HIGH
2026-06-12 15:47:28.102530,230,5.77,1327.1,0.0464,0.37,NORMAL
2026-06-12 15:47:33.126129,230,3.27,752.1,0.0466,0.37,NORMAL
2026-06-12 15:47:38.132566,230,4.66,1071.8,0.0469,0.38,NORMAL
2026-06-12 15:47:43.138384,230,7.01,1612.3,0.0474,0.38,HIGH
2026-06-12 15:47:48.144678,230,4.41,1014.3,0.0477,0.38,NORMAL
2026-06-12 15:47:53.149710,230,5.76,1324.8,0.048,0.38,NORMAL
2026-06-12 15:47:58.155264,230,4.9,1127.0,0.0483,0.39,NORMAL
2026-06-12 15:48:03.160907,230,5.67,1304.1,0.0487,0.39,NORMAL
2026-06-12 15:48:08.168468,230,7.06,1623.8,0.0492,0.39,HIGH
2026-06-12 15:48:13.174744,230,2.82,648.6,0.0493,0.39,LOW
2026-06-12 15:48:18.181068,230,1.59,365.7,0.0494,0.4,LOW
2026-06-12 15:48:23.189009,230,8.74,2010.2,0.05,0.4,HIGH
2026-06-12 15:48:28.194966,230,7.08,1628.4,0.0505,0.4,HIGH
2026-06-12 15:48:33.202939,230,1.51,347.3,0.0506,0.4,LOW
2026-06-12 15:48:38.210745,230,7.22,1660.6,0.051,0.41,HIGH
2026-06-12 15:48:43.216872,230,5.18,1191.4,0.0513,0.41,NORMAL
2026-06-12 15:48:48.223521,230,1.35,310.5,0.0514,0.41,LOW
2026-06-12 15:48:53.229767,230,3.77,867.1,0.0517,0.41,NORMAL
2026-06-12 15:48:58.237516,230,8.13,1869.9,0.0522,0.42,HIGH
2026-06-12 15:49:03.244424,230,2.37,545.1,0.0523,0.42,LOW
2026-06-12 15:49:08.250857,230,9.27,2132.1,0.0529,0.42,HIGH
2026-06-12 15:49:13.257390,230,7.6,1748.0,0.0534,0.43,HIGH
2026-06-12 15:49:18.265464,230,0.42,96.6,0.0534,0.43,LOW
2026-06-12 15:49:23.272713,230,2.31,531.3,0.0536,0.43,LOW
2026-06-12 15:49:28.280078,230,9.02,2074.6,0.0542,0.43,HIGH
2026-06-12 15:49:33.289537,230,9.25,2127.5,0.0548,0.44,HIGH
2026-06-12 15:49:38.294376,230,3.2,736.0,0.055,0.44,NORMAL
2026-06-12 15:49:43.299528,230,1.17,269.1,0.055,0.44,LOW
2026-06-12 15:49:48.305133,230,2.07,476.1,0.0552,0.44,LOW
2026-06-12 15:49:53.311148,230,8.98,2065.4,0.0557,0.45,HIGH
2026-06-12 15:49:58.318287,230,0.44,101.2,0.0558,0.45,LOW
2026-06-12 15:50:03.325622,230,3.19,733.7,0.056,0.45,NORMAL
2026-06-12 15:50:08.332165,230,7.4,1702.0,0.0565,0.45,HIGH
2026-06-12 15:50:13.339128,230,2.77,637.1,0.0566,0.45,LOW
2026-06-12 15:50:18.345170,230,1.99,457.7,0.0568,0.45,LOW
2026-06-12 15:50:23.362503,230,8.18,1881.4,0.0573,0.46,HIGH
2026-06-12 15:50:28.370691,230,9.67,2224.1,0.0579,0.46,CRITICAL
2026-06-12 15:50:33.376094,230,9.52,2189.6,0.0585,0.47,HIGH
2026-06-12 15:50:38.382024,230,8.33,1915.9,0.059,0.47,HIGH
2026-06-12 15:50:43.389160,230,9.86,2267.8,0.0597,0.48,CRITICAL
2026-06-12 15:50:48.399306,230,6.6,1518.0,0.0601,0.48,HIGH
2026-06-12 15:50:53.406960,230,4.46,1025.8,0.0604,0.48,NORMAL
2026-06-12 15:50:58.413757,230,8.75,2012.5,0.0609,0.49,HIGH
2026-06-12 15:51:03.420937,230,2.32,533.6,0.0611,0.49,LOW
2026-06-12 15:51:08.428080,230,3.37,775.1,0.0613,0.49,NORMAL
2026-06-12 15:51:13.436607,230,0.08,18.4,0.0613,0.49,LOW
2026-06-12 15:51:18.443018,230,2.72,625.6,0.0615,0.49,LOW
2026-06-12 15:51:23.447926,230,8.83,2030.9,0.062,0.5,HIGH
2026-06-12 15:51:28.452281,230,3.02,694.6,0.0622,0.5,LOW
2026-06-12 15:51:33.460678,230,4.29,986.7,0.0625,0.5,NORMAL
2026-06-12 15:51:38.465748,230,0.86,197.8,0.0626,0.5,LOW
2026-06-12 15:51:43.472102,230,0.84,193.2,0.0626,0.5,LOW
2026-06-12 15:51:48.478255,230,7.38,1697.4,0.0631,0.5,HIGH
2026-06-12 15:51:53.485455,230,7.7,1771.0,0.0636,0.51,HIGH
2026-06-12 15:51:58.489427,230,8.38,1927.4,0.0641,0.51,HIGH
2026-06-12 15:52:03.497140,230,4.04,929.2,0.0644,0.51,NORMAL
2026-06-12 15:52:08.502698,230,0.57,131.1,0.0644,0.52,LOW
2026-06-12 15:52:13.508963,230,3.36,772.8,0.0646,0.52,NORMAL
2026-06-12 15:52:18.513539,230,2.39,549.7,0.0648,0.52,LOW
2026-06-12 15:52:23.518256,230,9.69,2228.7,0.0654,0.52,CRITICAL
2026-06-12 15:52:28.524151,230,6.09,1400.7,0.0658,0.53,NORMAL
2026-06-12 15:52:33.529090,230,4.51,1037.3,0.0661,0.53,NORMAL
2026-06-12 15:52:38.535424,230,7.45,1713.5,0.0665,0.53,HIGH
2026-06-12 15:52:43.541691,230,6.78,1559.4,0.067,0.54,HIGH
2026-06-12 15:52:48.548809,230,1.09,250.7,0.0671,0.54,LOW
2026-06-12 15:52:53.555272,230,1.9,437.0,0.0672,0.54,LOW
